GO,SRR5947807,SRR5947808,SRR5947809,SRR5947810,SRR5947811,SRR5947812,SRR5947813,SRR5947814,SRR5947815,SRR5947816,SRR5947817,SRR5947818,SRR5947819,SRR5947820,SRR5947821,SRR5947822,SRR5947823,SRR5947824,SRR5947825,SRR5947826,SRR5947827,SRR5947828,SRR5947829,SRR5947830,SRR5947831,SRR5947832,SRR5947833,SRR5947834,SRR5947835,SRR5947836,SRR5947837,SRR5947838,SRR5947839,SRR5947840,SRR5947841,SRR5947842,SRR5947843,SRR5947844,SRR5947845,SRR5947846,SRR5947847,SRR5947848,SRR5947849,SRR5947850,SRR5947851,SRR5947852,SRR5947853,SRR5947854,SRR5947855,SRR5947856,SRR5947857,SRR5947858,SRR5947859,SRR5947860,SRR5947861,SRR5947862,SRR5947863,SRR5947864,SRR5947865,SRR5947866,SRR5947867,SRR5947868,SRR5947869,SRR5947870,SRR5947871,SRR5947872,SRR5947873,SRR5947874,SRR5947875,SRR5947876,SRR5947877,SRR5947878,SRR5947879,SRR5947880,SRR5947881,SRR5947882,SRR5947883,SRR5947884,SRR5947895,SRR5947896,SRR5947897,SRR5947898,SRR5947899,SRR5947900,SRR5947901,SRR5947902,SRR5947903,SRR5947904,SRR5947905,SRR5947906,SRR5947907,SRR5947908,SRR5947909,SRR5947910,SRR5947911,SRR5947912,SRR5947913,SRR5947914,SRR5947915,SRR5947916,SRR5947917,SRR5947918,SRR5947919,SRR5947920,SRR5947921,SRR5947922,SRR5947923,SRR5947924,SRR5947925,SRR5947926,SRR5947927,SRR5947928,SRR5947929,SRR5947930,SRR5947931,SRR5947932,SRR5947933,SRR5947934,SRR5947935,SRR5947936,SRR5947937,SRR5947938,SRR5947939,SRR5947940,SRR5947941,SRR5947942,SRR5947943,SRR5947944,SRR5947945,SRR5947946,SRR5947947,SRR5947948,SRR5947949,SRR5947950,SRR5947951,SRR5947952,SRR5947953,SRR5947954,SRR5947955,SRR5947956,SRR5947957,SRR5947958,SRR5947959,SRR5947960,SRR5947961,SRR5947962,SRR5947963,SRR5947964,SRR5947965,SRR5947966,SRR5947967,SRR5947968,SRR5947969,SRR5947970,SRR5947971,SRR5947972,SRR5983264,SRR5983265,SRR5983266,SRR5983267,SRR5983268,SRR5983269,SRR5983270,SRR5983271,SRR5983272,SRR5983273,SRR5983274,SRR5983275,SRR5983276,SRR5983277,SRR5983278,SRR5983279,SRR5983280,SRR5983281,SRR5983282,SRR5983283,SRR5983284,SRR5983285,SRR5983286,SRR5983287,SRR5983288,SRR5983289,SRR5983290,SRR5983291,SRR5983292,SRR5983293,SRR5983294,SRR5983295,SRR5983296,SRR5983297,SRR5983298,SRR5983299,SRR5983300,SRR5983301,SRR5983302,SRR5983303,SRR5983304,SRR5983305,SRR5983306,SRR5983307,SRR5983308,SRR5983309,SRR5983310,SRR5983311,SRR5983312,SRR5983313,SRR5983314,SRR5983315,SRR5983316,SRR5983317,SRR5983318,SRR5983319,SRR5983320,SRR5983321,SRR5983322,SRR5983323,SRR5983324,SRR5983325,SRR5983326,SRR5983327,SRR5983328,SRR5983329,SRR5983330,SRR5983331,SRR5983332,SRR5983333,SRR5983334,SRR5983335,SRR5983336,SRR5983337,SRR5983338,SRR5983339,SRR5983340,SRR5983341,SRR5983342,SRR5983343,SRR5983344,SRR5983345,SRR5983346,SRR5983347,SRR5983348,SRR5983349,SRR5983350,SRR5983351,SRR5983352,SRR5983353,SRR5983354,SRR5983355,SRR5983356,SRR5983357,SRR5983358,SRR5983359,SRR5983360,SRR5983361,SRR5983362,SRR5983363,SRR5983364,SRR5983365,SRR5983366,SRR5983367,SRR5983368,SRR5983369,SRR5983370,SRR5983371,SRR5983372,SRR5983373,SRR5983374,SRR5983375,SRR5983376,SRR5983377,SRR5983378,SRR5983379,SRR5983380,SRR5983381,SRR5983382,SRR5983383,SRR5983384,SRR5983385,SRR5983386,SRR5983387,SRR5983388,SRR5983389,SRR5983390,SRR5983391,SRR5983392,SRR5983393,SRR5983394,SRR5983395,SRR5983396,SRR5983397,SRR5983398,SRR5983399,SRR5983400,SRR5983401,SRR5983402,SRR5983403,SRR5983404,SRR5983405,SRR5983406,SRR5983407,SRR5983408,SRR5983409,SRR5983410,SRR5983411,SRR5983412,SRR5983413,SRR5983414,SRR5983415,SRR5983416,SRR5983417,SRR5983418,SRR5983419,SRR5983420,SRR5983421,SRR5983422,SRR5983423,SRR5983424,SRR5983425,SRR5983426,SRR5983427,SRR5983428,SRR5983429,SRR5983430,SRR5983431,SRR5983432,SRR5983433,SRR5983434,SRR5983435,SRR5983436,SRR5983437,SRR5983438,SRR5983439,SRR5983440,SRR5983441,SRR5983442,SRR5983443,SRR5983444,SRR5983445,SRR5983446,SRR5983447,SRR5983448,SRR5983449,SRR5983450,SRR5983451,SRR5983452,SRR5983453,SRR5983454,SRR5983455,SRR5983456,SRR5983457,SRR5983458,SRR5983459,SRR5983460,SRR5983461,SRR5983462,SRR5983463,SRR5983464,SRR5983465,SRR5983466,SRR5983467,SRR5983468,SRR5983469,SRR5983470,SRR5983471,SRR5983472,SRR5983473,SRR5983474,SRR5983475,SRR5983476,SRR5983477,SRR5983478,SRR5983479,SRR5983480,SRR5983481,SRR5983482,SRR5983483,SRR5983484,SRR5983485
GO:0055114,5.192361128,5.289894278,5.163826029,5.178251559,4.946368739,5.013616569,5.183372354,4.73342198,5.050936286,4.989894564,5.229991394,3.658393026,3.028977705,5.335706571,5.086349151,5.277343285,5.336877816,4.802671124,3.36604921,5.095228649,5.232830996,4.513829976,5.039449813,4.847288794,5.051711919,4.949955685,4.418649251,4.630560076,5.192985379,5.081595714,3.834547858,4.869255194,4.501497446,5.274083921,5.143289662,4.891068903,4.354070004,4.430623224,4.886586598,5.026647645,5.007909862,5.197839955,5.083065239,5.134890779,5.133602771,5.282669686,5.021375385,5.244675351,5.298988363,4.165985823,5.267167033,5.100377439,5.159657411,5.100866598,4.111732857,5.004157945,4.972411139,4.926182902,5.298896722,5.334244596,5.122890559,5.192366706,5.250129562,5.048597158,5.266436327,5.013995204,5.151351461,4.960779859,4.953933568,5.091445358,4.958945932,5.149052755,4.937472755,5.376281244,4.447313109,5.289798469,5.132979714,5.300856243,3.571126277,3.463892989,2.822821645,2.721810615,3.267640982,2.897627091,1.949390007,3.523095838,3.780605306,2.810904281,3.621487865,3.324488233,2.730782276,2.399673721,2.829946696,2.770115295,3.405858399,3.659821158,2.943494516,3.69565676,3.274619619,3.283979284,3.094471129,3.57599562,3.28171497,3.021602716,3.418798291,3.682325619,2.889861721,2.67669361,3.161068385,2.873901598,4.029870564,2.720985744,2.481442629,2.445604203,3.317645543,2.918554531,3.609380944,3.039017322,3.657055853,3.196176185,4.440484021,2.240549248,3.304490528,2.939019776,3.174350597,2.561101384,3.039414119,3.208978517,2.28780173,2.892094603,3.001300933,3.282395505,3.123851641,3.716337288,2.580924976,3.170261715,3.595275712,2.190331698,3.575649615,3.035029282,3.019946682,2.858537198,2.961421094,2.954724791,2.367355921,2.698970004,3.301680949,2.584331224,3.515741417,3.121887985,3.162564407,3.390228362,2.539076099,3.428782511,2.584331224,3.714497409,4.899322474,5.344948051,5.038604268,5.408687601,5.051426524,5.141114124,5.038389643,5.030559245,5.048670932,4.286860486,4.751979263,4.423229485,4.861420894,4.965131117,4.90798073,4.613683291,4.787906584,3.896360845,4.856184927,4.042339205,5.026279886,4.782608768,4.986731437,4.688028068,4.69599797,4.116009679,5.096531143,4.551754873,3.583991799,4.929924457,4.82635344,4.987786886,5.122012614,5.013376595,5.009799212,5.00235184,4.968954346,5.113996801,4.912758613,5.176739322,4.83610248,5.231273298,5.119539606,4.940969469,5.031852631,5.317045309,5.187306341,5.153595376,5.073879577,5.385241528,4.141041941,5.008246631,4.363047595,4.938229431,5.10144805,4.98712082,4.706026115,4.474551329,4.67752483,4.733004559,4.880207443,5.039275281,5.209383634,5.434118409,5.127121003,5.058957179,5.128764259,4.697019994,5.071067863,4.805854131,5.134231311,4.969378632,4.616307435,5.202163974,5.100725419,4.476150246,5.057418843,4.270911639,4.419939235,5.153326961,5.215589981,4.949507104,5.071005173,5.256378546,4.735981932,4.8786137,4.414154098,4.718377112,4.906426633,4.115776876,4.766241773,4.781403489,4.561626038,4.832138327,5.188756981,5.019141225,5.166083606,4.485124927,5.192631561,5.070787532,4.160318438,4.528209432,4.031408464,5.245885113,4.86135516,5.152040542,4.692855728,4.898083136,4.855737157,5.147162904,4.610180897,5.058907885,4.749705404,4.466615567,5.025338641,4.986982115,4.955615602,5.0022568,4.349160923,4.391111614,4.894897318,4.109511052,4.821657614,5.361593751,4.989302951,5.162035404,5.16234332,5.254267641,5.250739506,5.085404757,5.160594569,5.217199586,4.93808922,4.647167726,5.021486999,4.80798127,5.093796278,4.902818468,4.942236308,4.826061838,4.830825958,4.898747115,4.239024047,4.733654599,4.732988497,5.154640001,5.122176544,5.247853021,4.928329269,4.947002154,5.216377058,5.237480902,5.139195637,4.222872477,4.857103225,5.066951753,4.606714483,4.865127674,4.863138395,2.99343623,4.635614418,4.778390047,3.846460825,4.873628627,5.111779863,5.248907099,5.119318587,4.237216889,5.038294219,4.861522463,4.709134223,4.957679105,4.828930441,4.991141868,5.090303914,4.96950444,4.855815852,5.139816141,3.8786941,4.3336689,4.969830438,4.582858462,5.137281301,5.087497472,4.966625056,5.284631478,5.06789995,5.011908613,5.431037116,5.056790548,5.118350716,5.071410653,5.038413495,5.043747273,5.29277647,4.960870164,5.191453809,5.151896691,4.95206074,5.300599831,4.731733774,3.567026366,4.842459457,4.606155559,5.047492934,5.150569177,4.407934495,5.14165668,5.285910452,5.17198666,4.85090955,4.927955189,4.784959459,5.212403366,5.088331034,4.774983855,5.132358964,5.155333,5.007973825,4.873547283,3.749272408,5.137717981
GO:0006810,5.133050052,5.371562861,4.602797665,4.981940863,4.872441822,4.522078907,5.167795681,4.77403496,4.956206862,5.017517475,5.254078969,3.709524356,2.760422483,5.236333166,4.836039135,5.253677165,5.339795163,4.870860201,3.200576927,5.10761693,5.196441491,4.406233511,4.997395123,4.873029812,4.977499543,5.016791069,4.406335758,4.549934646,5.158820672,5.046818911,3.840231595,4.825711659,4.516958225,5.226378191,5.078130431,4.79591476,4.245364588,4.484328317,4.863400193,4.960865411,4.68917562,5.190065436,5.073637714,5.033467987,5.17388524,5.321032672,5.056881993,5.304800627,5.215706284,4.184776578,5.19159352,5.119697879,5.148454575,5.098605658,4.184407485,4.8349545,4.99933937,4.7729668,5.115284252,5.345479595,5.096746688,5.235606714,5.182774038,5.076370974,5.230392715,4.949936191,5.134718841,4.642850169,4.989961236,5.128218275,4.961506521,5.004041787,4.826061838,5.244296917,4.479776792,5.289441785,5.204984995,5.231645414,3.319522449,3.130655349,2.629409599,2.117271296,2.98811284,2.853698212,1.919078092,2.574031268,3.360404055,2.303196057,3.317854489,3.163161375,2.252853031,2.271841607,2.292256071,2.469822016,3.062957834,3.594060901,1.857332496,3.006037955,2.854913022,3.025305865,2.951337519,3.300595484,2.679427897,2.816903839,3.05804623,3.448860846,2.617000341,2.017033339,2.809559715,2.942008053,3.613630435,2.609594409,2.440909082,2.283301229,3.200576927,2.324282455,3.239299479,2.715167358,3.137354111,2.868644438,4.033544376,1.792391689,2.986323777,2.670245853,2.641474111,2.311753861,2.465382851,2.871572936,1.230448921,2.648360011,2.342422681,3.073351702,2.754348336,3.165541077,1.763427994,2.765668555,3.258876629,1.903089987,3.383815366,1.86923172,2.36361198,2.071882007,2.606381365,2.552668216,1.477121255,2.413299764,2.983626287,1.886490725,3.260786669,2.738780558,2.629409599,2.996073654,2.064457989,3.214843848,1.698970004,3.510813011,4.970477052,5.209423857,5.05974134,5.480735429,4.660713733,5.20215034,4.914348447,5.067100627,5.048527256,4.299485507,4.700539312,4.205664407,4.707203852,5.002822409,5.005605158,4.552120441,4.655407383,3.355068206,4.805989929,3.675778342,4.973095511,4.655051952,5.016983226,4.622700906,4.778346639,3.800991861,5.150397193,4.54962849,3.694780636,4.966793858,4.771918036,4.82406723,4.972952252,5.045248634,5.027263964,4.941327539,4.950778503,5.11057961,4.766249212,5.164117797,4.773223105,4.949311924,5.158474067,4.843531759,5.109213951,5.300438953,5.152804909,4.623962189,4.973386505,5.387477032,4.012879387,4.995060142,4.266913422,4.858290506,5.157616917,4.945350394,4.659526396,4.254523909,4.513444014,4.411164974,4.888628725,5.099470002,5.256378546,5.262363273,5.067684463,4.997062946,5.121796131,4.688926796,5.050886073,4.834210818,5.197605812,4.833115224,4.591109148,5.234679228,5.03292886,4.459799448,5.130626417,3.730540036,4.389909952,5.16579612,5.269108816,4.933274644,5.122815282,5.185275774,4.554985559,4.583742719,4.262878055,4.586519793,4.921410728,3.930847192,4.762738566,4.780252487,4.455469186,4.836425397,5.274748827,4.973529621,5.096628499,4.371695749,5.141449773,4.909358091,4.11058971,4.581540075,3.9882021,5.252360228,4.850057793,5.131378036,4.61592902,4.968907696,4.830088011,4.852943319,4.65000623,4.851142114,4.517446634,4.380807986,5.051546104,4.820753011,4.462113367,5.059165669,4.36272745,4.300573747,4.949375367,3.877946952,4.790847904,5.414383309,5.057285644,5.211440936,5.03386185,5.318974814,5.289051325,5.159263321,5.219419473,5.244121192,4.97397252,4.388829154,4.946358911,4.640590742,5.125048382,4.799815945,4.813360783,4.42372088,4.768845211,4.873384549,4.118099312,4.683911163,4.785116195,5.19090291,5.160663575,4.793315334,4.925920297,5.03666881,5.247914375,5.297246054,5.167695331,3.639685661,4.665412118,4.62827651,4.514321914,4.813000207,4.880756445,2.544068044,4.509444477,4.497717302,3.846398973,4.881533011,5.127826941,5.152306694,5.123502106,4.210264999,5.01694146,4.841027678,4.679027944,4.816042341,4.906238042,4.799650649,4.969322706,4.984221174,4.73328556,5.168164416,3.736396502,4.126228845,4.92484247,4.390899797,5.23982232,4.998045627,4.766078073,5.298796331,5.09458292,4.743525443,5.414251151,5.000781027,5.088118362,4.925863636,4.872645671,5.101509934,5.226158943,4.630915801,5.182032122,5.08844796,4.882370829,5.158760413,4.685042723,3.234010818,4.793860201,4.600144879,5.099977434,5.136970928,4.238898792,5.236841967,4.979015423,5.112367013,4.911493191,5.011333568,4.632639475,5.108443242,5.056965801,4.361293324,5.097573109,5.123413861,4.744019017,4.519867354,3.757471948,4.943647827
GO:0005975,5.0535202,5.267181118,5.057856209,5.116893195,4.914887667,4.924708199,5.127813999,4.669307581,4.927678264,5.000963065,5.175094133,3.621072371,2.702430536,5.249802279,4.981292969,5.222828281,5.292238345,4.738265122,3.203576775,5.080633701,5.167775023,4.42850735,4.898593557,4.927349829,4.908994078,4.862971713,4.366142677,4.48814161,5.139809846,5.085269166,3.703291378,4.796719999,4.519880473,5.243318388,5.140583457,4.716929407,4.163489358,4.376959989,4.855912689,4.950272338,4.846046248,5.058722033,5.02191665,5.017767678,5.017208692,5.283830203,4.987304202,5.14953317,5.279178544,4.11290649,5.09043089,4.986592607,5.052374547,5.059472536,4.086217416,4.996078037,4.936483582,4.824438257,5.20988749,5.220401007,5.008910879,5.110296715,5.145320739,4.97921137,5.196637602,4.951687145,5.036680784,4.814021064,4.804330289,5.004231066,4.841253074,4.929260507,4.766732501,5.22319731,4.412578135,5.215970492,5.060009978,5.187548921,3.370142847,3.168202747,2.552668216,2.130333768,2.733197265,2.666517981,1.462397998,3.160168293,3.201943063,2.193124598,3.303412071,3.166726056,2.290034611,2.08278537,2.344392274,2.245512668,2.966141733,3.171141151,2.071882007,3.25358029,3.127104798,2.839478047,2.775974331,3.190891717,2.661812686,2.627365857,2.899820502,3.307496038,2.678518379,2.10720997,2.698100546,2.487138375,3.705692697,2.146128036,2.274157849,2.11058971,3.084933575,2.245512668,3.120902818,2.716003344,3.195068996,2.610660163,3.939519253,1.806179974,2.96425963,2.404833717,2.557507202,2.053078443,2.371067862,2.81756537,1.662757832,2.5132176,2.624282096,2.718501689,2.416640507,3.444357126,1.939519253,2.965201701,3.319522449,1.755874856,3.164352856,1.973127854,2.283301229,2.220108088,2.326335861,2.831869774,2.004321374,2.217483944,2.889301703,1.886490725,3.139564266,2.64246452,2.771587481,2.829303773,2,2.950851459,2.161368002,3.338456494,4.872453473,5.257304104,4.950067758,5.444806486,4.876362196,5.11215573,4.876287137,4.990565268,4.995209465,4.17577266,4.729861047,4.348129552,4.777129457,4.899711095,4.834643199,4.512671058,4.731177643,3.740993932,4.79651189,3.60075515,4.955976222,4.704382193,4.920848285,4.640938349,4.673085447,3.979366242,5.00601654,4.54528237,3.635383204,4.841972307,4.716170348,4.932676659,4.837998552,4.939963304,4.926419625,4.950617957,4.895483321,5.033757391,4.81759842,5.095071668,4.717204343,5.141449773,5.061863206,4.808892611,4.888426629,5.215616417,5.125165596,4.938209404,4.972369487,5.238783526,3.878981123,4.903627094,4.299114884,4.857157537,5.092664513,4.889430571,4.722296555,4.094051656,4.548094465,4.658516984,4.771006564,4.977906428,5.146840934,5.104937561,5.046573198,5.002727473,5.056577102,4.622690553,4.986157916,4.722263627,5.067524637,4.887532908,4.504158112,5.117095553,4.977234177,4.392995758,5.19030648,4.201315174,4.285197123,5.152129278,5.130102083,4.843506852,5.004733972,5.20776897,4.601734148,4.677369668,4.329072291,4.689308859,4.846745231,4.020899673,4.673592214,4.657552998,4.394434169,4.682920876,5.150529258,4.826482977,5.010495006,4.328379603,5.11046176,4.862971713,4.064645145,4.524253281,3.914184433,5.122520597,4.844651107,5.056599976,4.636277217,4.850082328,4.797717533,5.06625509,4.566166342,4.993749162,4.579223224,4.339173086,4.944349402,4.80501804,4.852052809,4.896112669,4.359645793,4.284701379,4.858639443,4.055263626,4.728629695,5.272563282,4.880121599,5.128706139,5.059680779,5.264921664,5.145115571,5.038405544,5.138277429,5.187261195,4.958248439,4.55270471,4.929050897,4.626165793,5.020667833,4.84135947,4.799133693,4.691222991,4.699056855,4.752985205,4.160678574,4.656328231,4.633023834,5.120090016,5.08323379,4.941108753,4.906017018,4.885451689,5.214947113,5.23965728,5.052601611,4.095901279,4.754684631,4.919156572,4.505828034,4.71093777,4.803320524,2.546542663,4.489100287,4.523759469,3.853028615,4.84194106,5.024555445,5.179330566,4.979407229,4.165481743,4.923010743,4.765116956,4.639456606,4.809579914,4.758275874,4.929250285,4.958501768,4.875101796,4.769473333,5.047633061,3.728516105,4.249614102,4.874093156,4.496666779,5.136593747,5.046331249,4.910640411,5.244739627,4.998154677,4.780432533,5.324767935,5.026533265,5.027822385,4.907529593,4.894847527,5.048849492,5.288714132,4.519526113,5.15556679,5.058828244,4.826029426,5.293015422,4.598910824,3.42078062,4.752348123,4.531274495,4.994132307,5.088472758,4.267664432,5.058748588,4.90361625,5.120096603,4.770535377,4.873640246,4.617273001,5.060440964,5.088688798,4.469321185,5.068456747,5.077676708,4.867897445,4.7513561,3.636989102,5.0523399
GO:0008152,5.06378731,5.195625712,4.949955685,5.027973076,4.789044563,4.800022477,5.068534642,4.639327086,4.9149088,4.889884107,5.145345601,3.536810866,2.764922985,5.204947068,4.913395245,5.154101252,5.217628685,4.723570593,3.217747073,5.007786172,5.12490182,4.365319476,4.918392098,4.708684287,4.900388979,4.866919118,4.315487528,4.469070552,5.083459618,4.933568268,3.731588765,4.724120151,4.371381919,5.16077756,4.98723712,4.755203848,4.212720154,4.329479238,4.744723152,4.88117916,4.846182421,5.053731316,4.952744024,4.968912361,5.015045239,5.196466355,4.901654445,5.148692095,5.143064788,4.054076557,5.096951703,4.986713526,5.024735992,4.992809689,4.026614968,4.831908149,4.837979632,4.765594055,5.157511165,5.197600302,5.028615981,5.099283449,5.126134656,4.948598773,5.136390759,4.8730589,5.030364905,4.774056881,4.823774089,4.979812331,4.842047289,5.00153036,4.794850388,5.237065953,4.353646996,5.185012066,5.05265932,5.178700752,3.278296208,3.143951116,2.492760389,2.158362492,2.972202838,2.686636269,1.681241237,3.208172527,3.495960395,2.324282455,3.353146546,3.122215878,2.445604203,2.079181246,2.413299764,2.346352974,3.135768515,2.913813852,2.209515015,3.330616667,2.991226076,2.927370363,2.881384657,3.24723655,3.182414652,2.604226053,3.009450896,3.436480695,2.496929648,2.103803721,2.896526217,2.650307523,3.791269481,2.450249108,2.250420002,2.029383778,3.112605002,2.565847819,3.199206479,2.88422877,3.342422681,2.719331287,4.285399764,1.886490725,3.100715087,2.598790507,2.703291378,2.245512668,2.29666519,2.965671971,1.792391689,2.571708832,2.794488047,3.039810554,2.632457292,3.471438407,2.008600172,2.888740961,3.424881637,2.1430148,3.243534102,2.426511261,2.580924976,2.480006943,2.514547753,2.759667845,1.799340549,2.235528447,3.113943352,2.269512944,3.23578087,2.745074792,2.962842681,3.089905111,2.064457989,3.096910013,2.193124598,3.394101302,4.818080664,5.195692137,4.918900152,5.315886416,4.859840529,5.047738127,4.866169148,4.913098266,4.92622408,4.167376418,4.609690434,4.288115025,4.69881363,4.868638562,4.810030786,4.477671013,4.649101095,3.668385917,4.734135483,3.799960527,4.889368943,4.650424097,4.880825021,4.560420774,4.603436692,3.923761961,4.988902155,4.417554724,3.517723595,4.822364252,4.703188167,4.829940271,4.925832726,4.898330189,4.90202466,4.869519198,4.822919595,4.996551072,4.75434069,5.06295032,4.694657837,5.075400956,5.034616426,4.808210973,4.919888368,5.205458801,5.045037268,4.90990354,4.93321387,5.262265941,3.974004797,4.901038537,4.235427436,4.798975037,4.975969174,4.877653488,4.558228422,4.241596282,4.525109622,4.556881174,4.763540297,4.933046696,5.093789279,5.202981182,5.004347173,4.92265281,5.029537986,4.583720068,4.963962454,4.702490851,5.036557039,4.814154332,4.486288761,5.104855695,4.952850539,4.322653372,4.939499285,4.028327198,4.298154151,5.058968554,5.124781276,4.837657869,4.971586611,5.138779371,4.578662127,4.597673251,4.266231697,4.57426283,4.788097633,3.939219636,4.634215204,4.673490908,4.408409578,4.703970239,5.0805832,4.879067193,5.005785185,4.340027468,5.075536013,4.887144495,4.04402991,4.442683542,3.880127322,5.115091045,4.722749061,5.02745562,4.569046016,4.804214422,4.731927045,4.982542582,4.49171179,4.905358668,4.593097684,4.318626717,4.928057708,4.831754629,4.778860019,4.904791256,4.197335703,4.237694509,4.786481678,3.961610908,4.698917886,5.258376245,4.904331379,5.048033732,5.009693047,5.144754737,5.139510724,5.006427532,5.051812149,5.113662641,4.811414126,4.481858091,4.898670343,4.639107811,4.982189795,4.778107819,4.795059294,4.616947887,4.703102139,4.784260583,4.088242434,4.563623454,4.628317393,5.07216531,5.021503532,5.02914018,4.832891945,4.877751331,5.133018081,5.159669439,5.031432703,4.013511333,4.693357554,4.843195391,4.452093249,4.741506141,4.731266349,2.681241237,4.488677602,4.569022586,3.709015417,4.748962861,4.991017742,5.104049865,4.994541502,4.126001457,4.926856709,4.736253042,4.593906045,4.801767185,4.747846662,4.83703891,4.919679409,4.847757688,4.715936524,5.040432228,3.71941416,4.177997963,4.825283277,4.427226364,5.019506772,4.954478894,4.809970249,5.17028519,4.9487845,4.800682718,5.317626733,4.909898195,5.001067052,4.911471892,4.893656365,4.93558787,5.147608316,4.646629148,5.055106812,5.019573202,4.845147671,5.17789706,4.602146842,3.337459261,4.719065988,4.502918496,4.955562686,5.015183654,4.216271493,5.048981423,5.073201287,5.021251337,4.759879276,4.827911802,4.628194731,5.069701389,4.943316409,4.572325488,5.033455924,5.040997692,4.837910252,4.691629542,3.630834518,4.982343609
