GO,ERZ3455800,ERZ3455810,ERZ3455820,ERZ3455830,ERZ3455840,ERZ3455850,ERZ3455860,ERZ3455870,ERZ3455880,ERZ3455890,ERZ3455900,ERZ3455791,ERZ3455801,ERZ3455811,ERZ3455821,ERZ3455831,ERZ3455841,ERZ3455851,ERZ3455861,ERZ3455871,ERZ3455881,ERZ3455891,ERZ3455792,ERZ3455802,ERZ3455812,ERZ3455822,ERZ3455832,ERZ3455842,ERZ3455852,ERZ3455862,ERZ3455872,ERZ3455882,ERZ3455892,ERZ3455793,ERZ3455803,ERZ3455813,ERZ3455823,ERZ3455833,ERZ3455843,ERZ3455853,ERZ3455863,ERZ3455873,ERZ3455883,ERZ3455893,ERZ3455794,ERZ3455804,ERZ3455814,ERZ3455824,ERZ3455834,ERZ3455844,ERZ3455854,ERZ3455864,ERZ3455874,ERZ3455884,ERZ3455894,ERZ3455795,ERZ3455805,ERZ3455815,ERZ3455825,ERZ3455835,ERZ3455845,ERZ3455855,ERZ3455865,ERZ3455875,ERZ3455885,ERZ3455895,ERZ3455796,ERZ3455806,ERZ3455816,ERZ3455826,ERZ3455836,ERZ3455846,ERZ3455856,ERZ3455866,ERZ3455876,ERZ3455886,ERZ3455896,ERZ3455797,ERZ3455807,ERZ3455817,ERZ3455827,ERZ3455837,ERZ3455847,ERZ3455857,ERZ3455867,ERZ3455877,ERZ3455887,ERZ3455897,ERZ3455798,ERZ3455808,ERZ3455818,ERZ3455828,ERZ3455838,ERZ3455848,ERZ3455858,ERZ3455868,ERZ3455878,ERZ3455888,ERZ3455898,ERZ3455799,ERZ3455809,ERZ3455819,ERZ3455829,ERZ3455839,ERZ3455849,ERZ3455859,ERZ3455869,ERZ3455879,ERZ3455889,ERZ3455899
GO:0009279,2.610660163,2.602059991,2.621176282,2.615950052,2.075546961,2.5774918,2.492760389,2.267171728,2.187520721,2.434568904,2.835690571,1.477121255,2.123851641,2.481442629,2.025305865,2.542825427,2.267171728,2.401400541,3.199206479,2.895974732,2.309630167,2.834420704,2.08278537,2.56937391,1.041392685,1.949390007,2.564666064,2.618048097,2.418301291,1.897627091,2.706717782,2.668385917,2.193124598,2.041392685,2.53529412,0.903089987,2.411619706,1.662757832,2.494154594,2.426511261,2.800717078,2.250420002,2.204119983,2.967547976,2.206825876,1.963787827,2.243038049,2.356025857,2.618048097,2.764922985,2.588831726,2.671172843,2.414973348,0.698970004,2.605305046,2.465382851,2.330413773,2.06069784,1.716003344,2.740362689,2.28780173,1.908485019,2.788875116,2.170261715,2.633468456,2.674861141,2.201397124,2.824776462,2.82672252,1.995635195,2.164352856,2.816903839,2.709269961,3.012415375,2.390935107,2.558708571,2.720985744,2.555094449,2.932473765,1.681241237,2.303196057,2.167317335,2.909556029,3.147676324,2.298853076,2.79518459,2.641474111,2.696356389,2.526339277,2.662757832,0.954242509,2.456366033,2.359835482,2.338456494,2.722633923,2.63748973,2.57054294,2.222716471,2.823474229,2.721810615,2.699837726,2.740362689,2.691081492,2.459392488,2.1430148,2.700703717,1.77815125,1.342422681,2.378397901,2.589949601
GO:0042597,2.460897843,2.477121255,2.553883027,2.595496222,2.012837225,2.575187845,2.414973348,2.146128036,2.1430148,2.294466226,2.788168371,1.505149978,2.056904851,2.40654018,1.939519253,2.488550717,2.230448921,2.450249108,2.989004616,2.778874472,2.357934847,2.789580712,1.959041392,2.469822016,1.230448921,1.934498451,2.602059991,2.45331834,2.472756449,1.792391689,2.633468456,2.596597096,2.075546961,1.954242509,2.382017043,0.903089987,2.309630167,1.73239376,2.328379603,2.365487985,2.681241237,2.170261715,2.071882007,2.786751422,2.012837225,1.913813852,2.212187604,2.330413773,2.687528961,2.725094521,2.485721426,2.562292864,2.269512944,0.698970004,2.418301291,2.326335861,2.136720567,2.117271296,1.812913357,2.744292983,2.383815366,1.892094603,2.677606953,1.995635195,2.59439255,2.46834733,2.079181246,2.771587481,2.671172843,1.908485019,2.120573931,2.779596491,2.737192643,2.952792443,2.264817823,2.487138375,2.610660163,2.462397998,2.828015064,1.681241237,2.164352856,2.037426498,2.911690159,2.855519156,2.214843848,2.631443769,2.496929648,2.505149978,2.492760389,2.596597096,1.079181246,2.350248018,2.181843588,2.320146286,2.736396502,2.541579244,2.418301291,2.071882007,2.754348336,2.611723308,2.511883361,2.556302501,2.679427897,2.336459734,2.096910013,2.726727209,1.819543936,1.230448921,2.23299611,2.671172843
GO:0005694,2.318063335,2.539076099,2.540329475,2.563481085,1.934498451,2.496929648,2.033423755,2.071882007,2.184691431,2.390935107,2.976808337,1.643452676,2.089905111,2.382017043,2.029383778,2.489958479,2.164352856,2.444044796,2.931457871,2.431363764,2.301029996,2.551449998,1.851258349,2.281033367,1.176091259,1.959041392,2.602059991,2.485721426,2.475671188,1.763427994,2.67669361,2.549003262,2.164352856,2.056904851,2.408239965,1.146128036,2.411619706,1.662757832,2.344392274,2.484299839,2.322219295,2.330413773,2.161368002,2.762678564,1.939519253,1.812913357,2.320146286,2.31386722,2.678518379,2.758911892,2.460897843,2.605305046,2.243038049,1.079181246,2.480006943,2.204119983,2.071882007,2.012837225,1.785329835,2.833147112,2.606381365,1.949390007,2.340444115,1.819543936,2.723455672,2.537819095,2.176091259,2.788875116,2.582063363,1.897627091,2.133538908,2.819543936,2.761927838,2.999130541,2.283301229,2.555094449,2.620136055,2.330413773,2.746634199,1.740362689,2.193124598,2.053078443,2.857332496,2.6599162,2.079181246,2.552668216,2.352182518,2.575187845,2.46834733,2.632457292,1.230448921,2.361727836,2.220108088,2.26245109,2.725911632,2.463892989,2.311753861,2.209515015,2.911157609,2.503790683,2.445604203,2.477121255,2.757396029,2.311753861,2.217483944,2.742725131,1.939519253,1.204119983,2.250420002,2.851258349
GO:0009360,2.243038049,2.459392488,2.367355921,2.46834733,1.755874856,2.419955748,1.903089987,2.033423755,2.133538908,2.303196057,2.919601024,1.477121255,1.939519253,2.252853031,1.86332286,2.409933123,2.029383778,2.294466226,2.910624405,2.309630167,2.201397124,2.40654018,1.698970004,2.204119983,1.204119983,1.806179974,2.534026106,2.404833717,2.33243846,1.556302501,2.586587305,2.440909082,2.017033339,1.832508913,2.346352974,1.041392685,2.324282455,1.544068044,2.276461804,2.478566496,2.167317335,2.292256071,1.954242509,2.704150517,1.707570176,1.681241237,2.324282455,2.193124598,2.558708571,2.632457292,2.385606274,2.527629901,2.089905111,1,2.409933123,2.190331698,2.021189299,1.897627091,1.602059991,2.771587481,2.574031268,1.72427587,2.193124598,1.770852012,2.678518379,2.463892989,2.008600172,2.629409599,2.487138375,1.770852012,2.012837225,2.692846919,2.627365857,2.923244019,2.152288344,2.46834733,2.532754379,2.238046103,2.638489257,1.69019608,2.064457989,2.017033339,2.772321707,2.599883072,2.021189299,2.421603927,2.290034611,2.5289167,2.356025857,2.5132176,1,2.264817823,2.146128036,2.195899652,2.630427875,2.195899652,2.187520721,2.11058971,2.808885867,2.416640507,2.354108439,2.387389826,2.707570176,2.267171728,2.214843848,2.622214023,2,1.342422681,2.100370545,2.792391689
GO:0045263,2.220108088,2.401400541,2.372912003,2.413299764,1.857332496,2.403120521,1.919078092,2.056904851,2.167317335,2.322219295,2.85672889,1.556302501,2.064457989,2.271841607,1.785329835,2.352182518,2.045322979,2.371067862,2.936513742,2.170261715,2.184691431,2.146128036,1.785329835,2.187520721,1.361727836,1.875061263,2.505149978,2.385606274,2.382017043,1.633468456,2.575187845,2.447158031,2.017033339,1.908485019,2.348304863,1.041392685,2.227886705,1.698970004,2.220108088,2.463892989,2.120573931,2.255272505,1.995635195,2.620136055,1.819543936,1.707570176,2.255272505,2.201397124,2.521138084,2.541579244,2.421603927,2.484299839,2.079181246,1,2.411619706,2.167317335,2.064457989,1.934498451,1.72427587,2.650307523,2.506505032,1.748188027,2.093421685,1.785329835,2.654176542,2.440909082,2.012837225,2.620136055,2.460897843,1.919078092,1.977723605,2.649334859,2.658964843,2.84260924,2.127104798,2.432969291,2.434568904,2.206825876,2.563481085,1.591064607,2.045322979,2.056904851,2.737987326,2.469822016,2.068185862,2.397940009,2.301029996,2.477121255,2.328379603,2.472756449,1.113943352,2.26245109,2.176091259,2.198657087,2.656098202,1.986771734,2.212187604,2.130333768,2.779596491,2.367355921,2.354108439,2.354108439,2.62838893,2.260071388,2.212187604,2.632457292,1.799340549,1.079181246,2.096910013,2.701567985
GO:0015627,2.40654018,2.292256071,2.389166084,2.369215857,1.740362689,2.382017043,2.152288344,2.064457989,1.838849091,2.136720567,2.539076099,1.301029996,1.806179974,2.245512668,1.934498451,2.290034611,2.029383778,2.326335861,2.783188691,2.618048097,2.008600172,2.45484486,1.826074803,2.383815366,0.77815125,1.681241237,2.328379603,2.315970345,2.334453751,1.662757832,2.44870632,2.390935107,1.939519253,1.612783857,2.238046103,0.301029996,2.204119983,1.505149978,2.209515015,2.209515015,2.491361694,1.819543936,1.886490725,2.69019608,1.973127854,1.653212514,1.857332496,2.103803721,2.408239965,2.525044807,2.260071388,2.426511261,2.176091259,0.477121255,2.348304863,2.206825876,2.11058971,1.819543936,1.447158031,2.488550717,2.285557309,1.653212514,2.519827994,1.991226076,2.257678575,2.382017043,1.73239376,2.563481085,2.595496222,1.819543936,1.832508913,2.605305046,2.667452953,2.846337112,2.08278537,2.294466226,2.494154594,2.348304863,2.686636269,1.447158031,2.167317335,1.84509804,2.698100546,2.761927838,2.053078443,2.501059262,2.431363764,2.413299764,2.220108088,2.346352974,0.903089987,2.285557309,2.075546961,2.123851641,2.608526034,2.526339277,2.371067862,1.963787827,2.624282096,2.474216264,2.485721426,2.506505032,2.426511261,2.201397124,1.919078092,2.644438589,1.544068044,1.041392685,2.123851641,2.751279104
GO:0045261,2.201397124,2.357934847,2.372912003,2.389166084,1.748188027,2.340444115,1.73239376,1.924279286,2.181843588,2.252853031,2.831869774,1.568201724,1.924279286,2.235528447,1.826074803,2.33243846,1.963787827,2.350248018,2.872738827,2.068185862,2.176091259,2.139879086,1.707570176,2.173186268,1.414973348,1.826074803,2.471291711,2.305351369,2.340444115,1.62324929,2.484299839,2.419955748,1.991226076,1.929418926,2.301029996,1.204119983,2.181843588,1.602059991,2.176091259,2.40654018,1.949390007,2.209515015,1.986771734,2.575187845,1.770852012,1.643452676,2.247973266,2.161368002,2.534026106,2.57863921,2.324282455,2.465382851,2.012837225,0.698970004,2.344392274,2.158362492,1.924279286,1.939519253,1.591064607,2.646403726,2.501059262,1.748188027,2,1.748188027,2.650307523,2.383815366,2.041392685,2.610660163,2.374748346,1.740362689,2.008600172,2.6599162,2.662757832,2.833147112,2.136720567,2.44870632,2.434568904,2.133538908,2.5289167,1.69019608,2.008600172,1.939519253,2.681241237,2.397940009,1.977723605,2.356025857,2.245512668,2.418301291,2.320146286,2.451786436,1.113943352,2.212187604,2.133538908,2.155336037,2.62324929,1.944482672,2.139879086,2.045322979,2.740362689,2.271841607,2.274157849,2.309630167,2.602059991,2.133538908,2.133538908,2.641474111,1.740362689,1.255272505,2.079181246,2.656098202
GO:0030288,2.113943352,2.255272505,2.198657087,2.387389826,1.653212514,2.292256071,2.139879086,1.806179974,1.886490725,2.06069784,2.73239376,1.079181246,1.73239376,2.041392685,1.755874856,2.309630167,1.944482672,2.096910013,2.85308953,2.505149978,2.10720997,2.72427587,1.591064607,2.096910013,0.301029996,1.431363764,2.414973348,2.139879086,2.103803721,1.342422681,2.36361198,2.292256071,1.819543936,1.662757832,2.184691431,0.301029996,2.033423755,1.176091259,2.10720997,2.260071388,2.404833717,2.130333768,1.707570176,2.593286067,1.662757832,1.361727836,2.181843588,2.008600172,2.495544338,2.462397998,2.28780173,2.283301229,1.986771734,0,2.075546961,2.049218023,1.799340549,1.69019608,1.079181246,2.651278014,2.5132176,1.397940009,2.423245874,1.740362689,2.515873844,2.204119983,1.672097858,2.658011397,2.424881637,1.591064607,1.662757832,2.545307116,2.46834733,2.640481437,1.908485019,2.170261715,2.298853076,2.155336037,2.617000341,1.301029996,1.86923172,1.73239376,2.625312451,2.697229343,1.812913357,2.437750563,2.214843848,2.290034611,2.26245109,2.338456494,0.77815125,2.045322979,1.763427994,2.017033339,2.45331834,2.389166084,2.164352856,1.812913357,2.551449998,2.315970345,2.271841607,2.330413773,2.620136055,2.053078443,2.033423755,2.421603927,1.477121255,0.954242509,1.903089987,2.758911892
GO:0009317,2.173186268,2.264817823,2.247973266,2.283301229,1.591064607,2.267171728,1.875061263,1.913813852,1.934498451,2.123851641,2.575187845,1.462397998,1.886490725,2.149219113,1.763427994,2.158362492,1.913813852,2.178976947,2.77524626,2.206825876,1.897627091,2.120573931,1.73239376,2.173186268,0.954242509,1.812913357,2.267171728,2.245512668,2.146128036,1.62324929,2.399673721,2.322219295,1.949390007,1.770852012,2.195899652,1,2.103803721,1.568201724,2.184691431,2.209515015,2.123851641,1.913813852,1.806179974,2.501059262,1.792391689,1.69019608,2.025305865,2.004321374,2.328379603,2.426511261,2.201397124,2.365487985,2.037426498,0.77815125,2.23299611,2.130333768,2.017033339,1.681241237,1.505149978,2.442479769,2.133538908,1.740362689,2.149219113,1.755874856,2.281033367,2.294466226,1.86332286,2.475671188,2.369215857,1.72427587,1.84509804,2.496929648,2.463892989,2.69019608,2.064457989,2.252853031,2.348304863,2.08278537,2.498310554,1.414973348,1.949390007,1.924279286,2.562292864,2.561101384,1.982271233,2.307496038,2.255272505,2.322219295,2.139879086,2.318063335,1.079181246,2.158362492,2.045322979,2.021189299,2.478566496,1.986771734,2.198657087,1.939519253,2.599883072,2.252853031,2.285557309,2.31386722,2.387389826,2.133538908,1.968482949,2.45331834,1.568201724,1.204119983,2.017033339,2.45484486
GO:0009288,1.939519253,1.963787827,2.064457989,2.123851641,1.380211242,2.139879086,1.770852012,1.643452676,1.447158031,1.913813852,2.753583059,0.301029996,1.041392685,1.939519253,1.113943352,2.037426498,1.707570176,1.977723605,2.701567985,2.184691431,1.86332286,2.369215857,1.431363764,1.924279286,0,1.079181246,2.245512668,1.806179974,1.86923172,1.204119983,2.214843848,2.11058971,1.431363764,1.255272505,1.84509804,0,1.73239376,1.146128036,1.785329835,2.064457989,2.093421685,2.120573931,1.447158031,2.346352974,1.544068044,0.477121255,1.939519253,1.763427994,2.315970345,2.340444115,2.1430148,2.155336037,1.531478917,0.301029996,1.959041392,1.819543936,1.755874856,1.447158031,1,2.537819095,2.399673721,1.301029996,2.045322979,1.72427587,2.51054501,2.021189299,1.447158031,2.396199347,2.320146286,1.361727836,1.397940009,2.394451681,2.278753601,2.558708571,1.62324929,2.195899652,2.100370545,1.707570176,2.322219295,0.77815125,1.568201724,1.568201724,2.416640507,2.385606274,1.716003344,2.100370545,2.181843588,2.10720997,2.021189299,2.053078443,0,1.806179974,1.301029996,1.880813592,2.255272505,2.017033339,2.103803721,1.77815125,2.547774705,1.973127854,2.103803721,2.161368002,2.459392488,1.755874856,1.77815125,2.204119983,1.255272505,0,1.505149978,2.507855872
GO:0009289,2.133538908,2.049218023,2.181843588,2.303196057,0.954242509,1.959041392,1.977723605,1.342422681,1.72427587,1.707570176,2.264817823,0.698970004,1.230448921,1.954242509,1.322219295,2.230448921,1.51851394,1.544068044,2.214843848,2.563481085,1.72427587,2.899820502,1.146128036,2.049218023,0,1.230448921,2.127104798,1.944482672,1.568201724,0.77815125,2.086359831,2.071882007,1.146128036,1.431363764,1.991226076,0,1.812913357,0.301029996,1.342422681,1.819543936,2.411619706,1.86923172,1.380211242,2.475671188,1.301029996,1.255272505,1.041392685,1.903089987,2.184691431,2.139879086,2.173186268,2.037426498,1.944482672,0,1.913813852,1.838849091,1.380211242,1.278753601,0.77815125,1.851258349,1.977723605,0.77815125,2.397940009,1.414973348,2.096910013,1.913813852,1.579783597,2.580924976,2.181843588,0.301029996,1.041392685,2.227886705,2.004321374,2.416640507,1.556302501,1.875061263,2.204119983,2.100370545,2.541579244,0.954242509,1.204119983,1.278753601,2.307496038,2.713490543,1.255272505,2.445604203,2.017033339,1.913813852,2.056904851,2.161368002,0,1.51851394,1.431363764,1.69019608,2.033423755,2.71432976,1.991226076,1.255272505,2.247973266,2.285557309,2.008600172,2.045322979,1.799340549,1.462397998,1.653212514,1.959041392,0,0,1.740362689,2.170261715
GO:0009318,1.832508913,2.075546961,2.071882007,2.146128036,1.491361694,2.103803721,1.544068044,1.602059991,1.826074803,2.008600172,2.57054294,1.176091259,1.602059991,1.903089987,1.505149978,2.064457989,1.73239376,2.068185862,2.579783597,1.851258349,1.880813592,2,1.204119983,1.806179974,1,1.477121255,2.190331698,1.973127854,2.053078443,1.204119983,2.217483944,2.079181246,1.662757832,1.380211242,1.995635195,0.602059991,1.886490725,1.079181246,1.924279286,2.079181246,1.72427587,1.949390007,1.602059991,2.324282455,1.301029996,1.230448921,1.954242509,1.919078092,2.264817823,2.383815366,2.033423755,2.170261715,1.672097858,0.698970004,2.017033339,1.73239376,1.477121255,1.612783857,1.113943352,2.456366033,2.201397124,1.462397998,1.707570176,1.322219295,2.361727836,2.130333768,1.672097858,2.338456494,2.041392685,1.380211242,1.662757832,2.413299764,2.378397901,2.597695186,1.785329835,2.120573931,2.201397124,1.77815125,2.255272505,1.230448921,1.681241237,1.568201724,2.44870632,2.079181246,1.531478917,2,1.86923172,2.149219113,1.991226076,2.117271296,1,1.919078092,1.62324929,1.86332286,2.36361198,1.913813852,1.792391689,1.740362689,2.494154594,1.977723605,1.973127854,1.973127854,2.404833717,1.892094603,1.806179974,2.361727836,1.568201724,0.602059991,1.681241237,2.469822016
GO:0009331,1.963787827,2.086359831,2.004321374,2.10720997,1.477121255,2.049218023,1.69019608,1.643452676,1.792391689,1.913813852,2.477121255,1.204119983,1.653212514,1.851258349,1.602059991,2.033423755,1.643452676,2.029383778,2.631443769,2.103803721,1.832508913,2.06069784,1.414973348,1.897627091,0.602059991,1.505149978,2.127104798,2.017033339,2.064457989,1.278753601,2.214843848,2.086359831,1.62324929,1.397940009,1.991226076,0.301029996,1.897627091,1.322219295,1.903089987,2.021189299,2.037426498,1.826074803,1.653212514,2.367355921,1.505149978,1.301029996,1.819543936,1.857332496,2.201397124,2.220108088,2.113943352,2.158362492,1.851258349,0.602059991,2.049218023,1.785329835,1.792391689,1.477121255,1.113943352,2.290034611,2.123851641,1.462397998,2.004321374,1.51851394,2.198657087,2.089905111,1.612783857,2.305351369,2.201397124,1.51851394,1.579783597,2.281033367,2.328379603,2.542825427,1.799340549,2.086359831,2.146128036,1.903089987,2.305351369,1.230448921,1.763427994,1.672097858,2.442479769,2.392696953,1.62324929,2.161368002,2.004321374,2.146128036,1.973127854,2.195899652,0.602059991,1.934498451,1.770852012,1.86332286,2.311753861,1.908485019,1.973127854,1.755874856,2.382017043,2.113943352,2.079181246,2.08278537,2.245512668,1.86923172,1.740362689,2.309630167,1.491361694,1.041392685,1.755874856,2.365487985
GO:0030176,1.886490725,2.045322979,2.071882007,2.178976947,1.204119983,2,1.322219295,1.380211242,1.73239376,1.86923172,2.532754379,1.301029996,1.477121255,1.959041392,1.301029996,2.056904851,1.397940009,2.049218023,2.667452953,1.875061263,1.812913357,1.924279286,1.176091259,1.812913357,0.698970004,1.591064607,2.155336037,2.017033339,2.079181246,0.698970004,2.252853031,2.127104798,1.462397998,1.602059991,1.880813592,0,1.763427994,0.903089987,1.826074803,2.136720567,1.698970004,1.77815125,1.477121255,2.326335861,1.255272505,1.342422681,1.77815125,1.851258349,2.149219113,2.281033367,1.929418926,2.220108088,1.447158031,0,1.963787827,1.812913357,1.322219295,1.462397998,1,2.357934847,2.155336037,1.301029996,1.792391689,1.079181246,2.267171728,2.037426498,1.812913357,2.285557309,2.008600172,1.079181246,1.51851394,2.326335861,2.389166084,2.523746467,1.806179974,1.968482949,2.167317335,1.51851394,2.120573931,0.903089987,1.531478917,1.462397998,2.42975228,2.290034611,1.361727836,1.913813852,1.832508913,2.071882007,1.954242509,2.164352856,0,1.763427994,1.707570176,1.69019608,2.352182518,1.832508913,1.792391689,1.62324929,2.401400541,1.875061263,1.748188027,1.86332286,2.285557309,1.908485019,1.913813852,2.394451681,1.301029996,0.77815125,1.431363764,2.401400541
GO:0005971,1.995635195,2.206825876,2.08278537,2.127104798,1.322219295,1.929418926,1.505149978,1.832508913,1.991226076,1.880813592,2.130333768,1.079181246,1.819543936,1.934498451,1.397940009,2.089905111,1.477121255,1.716003344,2.245512668,1.819543936,1.69019608,1.832508913,1.322219295,1.944482672,1.414973348,1.612783857,2.089905111,2.146128036,1.770852012,1.301029996,2.167317335,2.383815366,1.707570176,1.491361694,2.08278537,0.602059991,1.86923172,1.204119983,1.903089987,1.857332496,1.755874856,1.568201724,1.462397998,2.589949601,1.462397998,1.342422681,1.62324929,1.832508913,2.113943352,2.117271296,2.025305865,2.127104798,1.740362689,0.477121255,2.130333768,1.819543936,1.838849091,1.462397998,1.380211242,2.139879086,2.041392685,1.278753601,1.73239376,1.397940009,1.908485019,2.201397124,1.770852012,2.187520721,2.367355921,1.230448921,1.505149978,2.201397124,2.079181246,2.471291711,2.117271296,1.913813852,2.100370545,2.06069784,2.450249108,1.176091259,1.544068044,1.591064607,2.334453751,2.198657087,1.838849091,2.130333768,1.939519253,2.250420002,1.908485019,2.243038049,0.698970004,1.812913357,1.86332286,1.748188027,2.11058971,1.491361694,1.86332286,1.633468456,2.247973266,2.257678575,2.184691431,2.309630167,2.029383778,1.908485019,1.672097858,2.068185862,1.255272505,0.954242509,1.672097858,1.986771734
GO:0070069,1.84509804,1.939519253,1.875061263,1.982271233,1.176091259,1.924279286,1.72427587,1.633468456,1.342422681,1.851258349,2.389166084,1.079181246,1.491361694,1.73239376,1.361727836,1.892094603,1.602059991,1.799340549,2.457881897,2.089905111,1.755874856,2.056904851,1.414973348,1.770852012,0.602059991,1.301029996,2.008600172,1.924279286,1.875061263,1.204119983,2.155336037,2,1.477121255,1.431363764,1.851258349,0,1.770852012,0.77815125,1.681241237,1.886490725,1.959041392,1.799340549,1.568201724,2.29666519,1.505149978,1.113943352,1.826074803,1.698970004,2.029383778,2.100370545,1.908485019,2.037426498,1.72427587,0,1.851258349,1.672097858,1.681241237,1.361727836,1.113943352,2.26245109,1.857332496,1.204119983,1.919078092,1.414973348,2.187520721,1.982271233,1.477121255,2.155336037,2.220108088,1.204119983,1.531478917,2.214843848,2.117271296,2.414973348,1.662757832,1.934498451,2.021189299,1.86332286,2.217483944,0.77815125,1.51851394,1.380211242,2.338456494,2.320146286,1.602059991,2.127104798,1.880813592,2.049218023,1.886490725,1.968482949,0,1.792391689,1.62324929,1.643452676,2.173186268,1.72427587,1.806179974,1.643452676,2.227886705,2.06069784,2.075546961,2.100370545,2.195899652,1.681241237,1.447158031,2.100370545,1.146128036,0.602059991,1.681241237,2.173186268
GO:0000015,1.755874856,2.008600172,1.908485019,1.959041392,1.414973348,1.934498451,1.397940009,1.579783597,1.62324929,1.880813592,2.399673721,1.113943352,1.531478917,1.755874856,1.491361694,1.880813592,1.591064607,1.838849091,2.482873584,1.792391689,1.698970004,1.851258349,1.255272505,1.72427587,0.77815125,1.414973348,2.064457989,1.908485019,1.755874856,1.041392685,2.164352856,1.949390007,1.531478917,1.462397998,1.908485019,0.77815125,1.86332286,0.954242509,1.77815125,2.017033339,1.602059991,1.832508913,1.51851394,2.220108088,1.361727836,1.204119983,1.86332286,1.73239376,2.096910013,2.10720997,1.919078092,2.064457989,1.62324929,0.77815125,1.959041392,1.716003344,1.591064607,1.477121255,1.176091259,2.274157849,2.127104798,1.301029996,1.662757832,1.342422681,2.190331698,1.991226076,1.568201724,2.187520721,2.049218023,1.397940009,1.477121255,2.247973266,2.158362492,2.414973348,1.716003344,1.954242509,2.045322979,1.698970004,2.103803721,1.113943352,1.505149978,1.556302501,2.271841607,2.11058971,1.633468456,1.963787827,1.812913357,2.079181246,1.77815125,2.096910013,0.602059991,1.77815125,1.612783857,1.763427994,2.146128036,1.707570176,1.698970004,1.633468456,2.324282455,1.86923172,1.939519253,1.897627091,2.212187604,1.740362689,1.662757832,2.117271296,1.612783857,1.041392685,1.602059991,2.298853076
GO:0033177,1.698970004,1.939519253,1.880813592,2.004321374,1.380211242,1.939519253,1.380211242,1.51851394,1.755874856,1.819543936,2.46834733,1.079181246,1.591064607,1.812913357,1.361727836,1.919078092,1.579783597,1.929418926,2.459392488,1.62324929,1.748188027,1.681241237,1.230448921,1.69019608,0.903089987,1.380211242,2.033423755,1.939519253,1.919078092,1.146128036,2.096910013,1.963787827,1.462397998,1.397940009,1.880813592,0.602059991,1.799340549,1.176091259,1.792391689,2.033423755,1.568201724,1.755874856,1.431363764,2.161368002,1.301029996,1.204119983,1.86332286,1.716003344,2.021189299,2.103803721,1.968482949,2.075546961,1.602059991,0.602059991,1.968482949,1.707570176,1.447158031,1.431363764,1.278753601,2.269512944,2.164352856,1.176091259,1.462397998,1.230448921,2.247973266,1.995635195,1.531478917,2.184691431,1.944482672,1.491361694,1.477121255,2.206825876,2.214843848,2.42975228,1.653212514,2.012837225,2.004321374,1.707570176,2.08278537,1.278753601,1.591064607,1.556302501,2.301029996,1.86332286,1.544068044,1.929418926,1.785329835,2.049218023,1.880813592,2.053078443,0.84509804,1.785329835,1.72427587,1.748188027,2.204119983,1.579783597,1.698970004,1.662757832,2.371067862,1.86923172,1.857332496,1.819543936,2.260071388,1.832508913,1.799340549,2.201397124,1.505149978,0.698970004,1.568201724,2.374748346
GO:0009380,1.763427994,1.919078092,1.939519253,1.919078092,1.204119983,1.806179974,1.431363764,1.447158031,1.662757832,1.681241237,2.463892989,1.079181246,1.397940009,1.792391689,1.414973348,1.892094603,1.414973348,1.913813852,2.404833717,1.929418926,1.612783857,1.934498451,1.255272505,1.832508913,0,1.414973348,1.968482949,2.056904851,1.886490725,1,2.079181246,1.959041392,1.397940009,1.361727836,1.875061263,0.602059991,1.819543936,0.602059991,1.755874856,1.857332496,1.832508913,1.763427994,1.505149978,2.220108088,1.278753601,1.255272505,1.799340549,1.72427587,2.017033339,2.167317335,1.892094603,2.008600172,1.740362689,0,1.934498451,1.643452676,1.51851394,1.414973348,1,2.206825876,2.021189299,1.230448921,1.838849091,1.397940009,2.173186268,2.004321374,1.544068044,2.204119983,2.045322979,1.204119983,1.602059991,2.198657087,2.264817823,2.444044796,1.62324929,1.832508913,2.037426498,1.763427994,2.201397124,0.954242509,1.531478917,1.301029996,2.243038049,2.250420002,1.505149978,2.045322979,1.77815125,2.037426498,1.908485019,1.982271233,0,1.662757832,1.77815125,1.612783857,2.152288344,1.770852012,1.73239376,1.477121255,2.245512668,1.903089987,1.86332286,1.851258349,2.212187604,1.707570176,1.505149978,2.201397124,1.113943352,0,1.556302501,2.334453751
